School,Area,Date,Staff Count,Student Count,DateTime,Staff Close Contacts,Student Close Contacts
Goose Creek Elementary,,10/18/2021,0,2,2021-10-18 03:50:25,0,19
Goose Creek High,,10/18/2021,0,0,2021-10-18 03:50:25,0,0
Hanahan Elementary,,10/18/2021,0,0,2021-10-18 03:50:25,0,4
Hanahan High,,10/18/2021,0,2,2021-10-18 03:50:25,0,14
Hanahan Middle,,10/18/2021,0,2,2021-10-18 03:50:25,0,7
Howe Hall Aims,,10/18/2021,0,1,2021-10-18 03:50:25,0,3
Jk Goudin Elementary,,10/18/2021,0,0,2021-10-18 03:50:25,0,0
Macedonia Middle,,10/18/2021,1,0,2021-10-18 03:50:25,2,5
Marrington Elementary,,10/18/2021,0,2,2021-10-18 03:50:25,0,36
Marrington Middle,,10/18/2021,0,1,2021-10-18 03:50:25,0,16
Mt Holly Elementary,,10/18/2021,0,0,2021-10-18 03:50:25,0,0
Nexton Elementary,,10/18/2021,0,2,2021-10-18 03:50:25,0,3
Philip Simmons Elementary,,10/18/2021,0,1,2021-10-18 03:50:25,0,10
Philip Simmons High,,10/18/2021,0,0,2021-10-18 03:50:25,0,0
Philip Simmons Middle,,10/18/2021,0,0,2021-10-18 03:50:25,0,1
Sangaree Elementary,,10/18/2021,0,2,2021-10-18 03:50:25,1,3
Sangaree Intermediate,,10/18/2021,0,1,2021-10-18 03:50:25,0,8
Sangaree Middle,,10/18/2021,2,2,2021-10-18 03:50:25,0,9
Sedgefield Middle,,10/18/2021,0,1,2021-10-18 03:50:25,0,8
St Stephen Elementary,,10/18/2021,0,1,2021-10-18 03:50:25,0,7
St Stephen Middle,,10/18/2021,0,1,2021-10-18 03:50:25,0,1
Stratford High,,10/18/2021,0,10,2021-10-18 03:50:25,1,48
Timberland High,,10/18/2021,0,0,2021-10-18 03:50:25,0,3
Westview Elementary,,10/18/2021,0,1,2021-10-18 03:50:25,0,5
Westview Middle,,10/18/2021,0,0,2021-10-18 03:50:25,0,4
Westview Primary,,10/18/2021,1,0,2021-10-18 03:50:25,1,20
Whitesville Elementary,,10/18/2021,0,1,2021-10-18 03:50:25,1,5
Berkeley County School District,,10/19/2021,8,60,2021-10-19 05:39:08,8,384
Central Offices,,10/19/2021,0,0,2021-10-19 05:39:08,0,0
Maintenance,,10/19/2021,0,0,2021-10-19 05:39:08,0,0
Technology,,10/19/2021,0,0,2021-10-19 05:39:08,0,0
Transportation,,10/19/2021,1,0,2021-10-19 05:39:08,1,0
Berkeley Alternative,,10/19/2021,0,0,2021-10-19 05:39:08,0,0
Berkeley Elementary,,10/19/2021,0,0,2021-10-19 05:39:08,0,4
Berkeley High School,,10/19/2021,0,2,2021-10-19 05:39:08,1,8
Berkeley Intermediate,,10/19/2021,0,0,2021-10-19 05:39:08,0,3
Berkeley Middle,,10/19/2021,0,3,2021-10-19 05:39:08,0,5
Berkeley Middle College,,10/19/2021,0,0,2021-10-19 05:39:08,0,0
Bonner Elementary,,10/19/2021,1,0,2021-10-19 05:39:08,1,6
Boulder Bluff Elementary,,10/19/2021,0,0,2021-10-19 05:39:08,0,2
Bowens Corner Elementary,,10/19/2021,0,4,2021-10-19 05:39:08,0,8
Cainhoy Elementary,,10/19/2021,0,0,2021-10-19 05:39:08,0,0
Cane Bay Elementary,,10/19/2021,0,1,2021-10-19 05:39:08,0,10
Cane Bay High,,10/19/2021,0,2,2021-10-19 05:39:08,1,22
Cane Bay Middle,,10/19/2021,0,0,2021-10-19 05:39:08,0,3
College Park Elementary,,10/19/2021,2,2,2021-10-19 05:39:08,0,50
College Park Middle,,10/19/2021,0,1,2021-10-19 05:39:08,0,7
Cross Elementary,,10/19/2021,0,2,2021-10-19 05:39:08,0,16
Cross High,,10/19/2021,0,0,2021-10-19 05:39:08,0,2
Daniel Island School,,10/19/2021,0,2,2021-10-19 05:39:08,0,5
Devon Forest Elementary,,10/19/2021,2,7,2021-10-19 05:39:08,0,20
Fishburne Campus,,10/19/2021,0,0,2021-10-19 05:39:08,0,0
Foxbank Elementary,,10/19/2021,0,2,2021-10-19 05:39:08,0,5
Goose Creek Elementary,,10/19/2021,0,2,2021-10-19 05:39:08,0,19
Goose Creek High,,10/19/2021,0,0,2021-10-19 05:39:08,0,1
Hanahan Elementary,,10/19/2021,0,0,2021-10-19 05:39:08,0,2
Hanahan High,,10/19/2021,0,2,2021-10-19 05:39:08,0,17
Hanahan Middle,,10/19/2021,0,2,2021-10-19 05:39:08,0,10
Howe Hall Aims,,10/19/2021,0,1,2021-10-19 05:39:08,0,3
Jk Goudin Elementary,,10/19/2021,0,0,2021-10-19 05:39:08,0,0
Macedonia Middle,,10/19/2021,0,0,2021-10-19 05:39:08,0,0
Marrington Elementary,,10/19/2021,0,2,2021-10-19 05:39:08,0,36
Marrington Middle,,10/19/2021,0,1,2021-10-19 05:39:08,0,15
Mt Holly Elementary,,10/19/2021,0,0,2021-10-19 05:39:08,0,0
Nexton Elementary,,10/19/2021,0,2,2021-10-19 05:39:08,0,3
Philip Simmons Elementary,,10/19/2021,0,1,2021-10-19 05:39:08,0,7
Philip Simmons High,,10/19/2021,0,0,2021-10-19 05:39:08,0,0
Philip Simmons Middle,,10/19/2021,0,0,2021-10-19 05:39:08,0,1
Sangaree Elementary,,10/19/2021,0,2,2021-10-19 05:39:08,1,3
Sangaree Intermediate,,10/19/2021,0,1,2021-10-19 05:39:08,0,6
Sangaree Middle,,10/19/2021,1,2,2021-10-19 05:39:08,0,9
Sedgefield Middle,,10/19/2021,0,1,2021-10-19 05:39:08,0,6
St Stephen Elementary,,10/19/2021,0,1,2021-10-19 05:39:08,0,6
St Stephen Middle,,10/19/2021,0,1,2021-10-19 05:39:08,0,1
Stratford High,,10/19/2021,0,9,2021-10-19 05:39:08,1,30
Timberland High,,10/19/2021,0,0,2021-10-19 05:39:08,0,3
Westview Elementary,,10/19/2021,0,1,2021-10-19 05:39:08,0,3
Westview Middle,,10/19/2021,0,0,2021-10-19 05:39:08,0,4
Westview Primary,,10/19/2021,1,0,2021-10-19 05:39:08,1,19
Whitesville Elementary,,10/19/2021,0,1,2021-10-19 05:39:08,1,4
Berkeley County School District,,10/19/2021,8,60,2021-10-19 05:39:08,8,384
Central Offices,,10/19/2021,0,0,2021-10-19 05:39:08,0,0
Maintenance,,10/19/2021,0,0,2021-10-19 05:39:08,0,0
Technology,,10/19/2021,0,0,2021-10-19 05:39:08,0,0
Transportation,,10/19/2021,1,0,2021-10-19 05:39:08,1,0
Berkeley Alternative,,10/19/2021,0,0,2021-10-19 05:39:08,0,0
Berkeley Elementary,,10/19/2021,0,0,2021-10-19 05:39:08,0,4
Berkeley High School,,10/19/2021,0,2,2021-10-19 05:39:08,1,8
Berkeley Intermediate,,10/19/2021,0,0,2021-10-19 05:39:08,0,3
Berkeley Middle,,10/19/2021,0,3,2021-10-19 05:39:08,0,5
Berkeley Middle College,,10/19/2021,0,0,2021-10-19 05:39:08,0,0
Bonner Elementary,,10/19/2021,1,0,2021-10-19 05:39:08,1,6
Boulder Bluff Elementary,,10/19/2021,0,0,2021-10-19 05:39:08,0,2
Bowens Corner Elementary,,10/19/2021,0,4,2021-10-19 05:39:08,0,8
Cainhoy Elementary,,10/19/2021,0,0,2021-10-19 05:39:08,0,0
Cane Bay Elementary,,10/19/2021,0,1,2021-10-19 05:39:08,0,10
Cane Bay High,,10/19/2021,0,2,2021-10-19 05:39:08,1,22
Cane Bay Middle,,10/19/2021,0,0,2021-10-19 05:39:08,0,3
College Park Elementary,,10/19/2021,2,2,2021-10-19 05:39:08,0,50
College Park Middle,,10/19/2021,0,1,2021-10-19 05:39:08,0,7
Cross Elementary,,10/19/2021,0,2,2021-10-19 05:39:08,0,16
Cross High,,10/19/2021,0,0,2021-10-19 05:39:08,0,2
Daniel Island School,,10/19/2021,0,2,2021-10-19 05:39:08,0,5
Devon Forest Elementary,,10/19/2021,2,7,2021-10-19 05:39:08,0,20
Fishburne Campus,,10/19/2021,0,0,2021-10-19 05:39:08,0,0
Foxbank Elementary,,10/19/2021,0,2,2021-10-19 05:39:08,0,5
Goose Creek Elementary,,10/19/2021,0,2,2021-10-19 05:39:08,0,19
Goose Creek High,,10/19/2021,0,0,2021-10-19 05:39:08,0,1
Hanahan Elementary,,10/19/2021,0,0,2021-10-19 05:39:08,0,2
Hanahan High,,10/19/2021,0,2,2021-10-19 05:39:08,0,17
Hanahan Middle,,10/19/2021,0,2,2021-10-19 05:39:08,0,10
Howe Hall Aims,,10/19/2021,0,1,2021-10-19 05:39:08,0,3
Jk Goudin Elementary,,10/19/2021,0,0,2021-10-19 05:39:08,0,0
Macedonia Middle,,10/19/2021,0,0,2021-10-19 05:39:08,0,0
Marrington Elementary,,10/19/2021,0,2,2021-10-19 05:39:08,0,36
Marrington Middle,,10/19/2021,0,1,2021-10-19 05:39:08,0,15
Mt Holly Elementary,,10/19/2021,0,0,2021-10-19 05:39:08,0,0
Nexton Elementary,,10/19/2021,0,2,2021-10-19 05:39:08,0,3
Philip Simmons Elementary,,10/19/2021,0,1,2021-10-19 05:39:08,0,7
Philip Simmons High,,10/19/2021,0,0,2021-10-19 05:39:08,0,0
Philip Simmons Middle,,10/19/2021,0,0,2021-10-19 05:39:08,0,1
Sangaree Elementary,,10/19/2021,0,2,2021-10-19 05:39:08,1,3
Sangaree Intermediate,,10/19/2021,0,1,2021-10-19 05:39:08,0,6
Sangaree Middle,,10/19/2021,1,2,2021-10-19 05:39:08,0,9
Sedgefield Middle,,10/19/2021,0,1,2021-10-19 05:39:08,0,6
St Stephen Elementary,,10/19/2021,0,1,2021-10-19 05:39:08,0,6
St Stephen Middle,,10/19/2021,0,1,2021-10-19 05:39:08,0,1
Stratford High,,10/19/2021,0,9,2021-10-19 05:39:08,1,30
Timberland High,,10/19/2021,0,0,2021-10-19 05:39:08,0,3
Westview Elementary,,10/19/2021,0,1,2021-10-19 05:39:08,0,3
Westview Middle,,10/19/2021,0,0,2021-10-19 05:39:08,0,4
Westview Primary,,10/19/2021,1,0,2021-10-19 05:39:08,1,19
Whitesville Elementary,,10/19/2021,0,1,2021-10-19 05:39:08,1,4
Berkeley County School District,,10/21/2021,8,60,2021-10-21 10:27:58,8,245
Central Offices,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Maintenance,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Technology,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Transportation,,10/21/2021,1,0,2021-10-21 10:27:58,1,0
Berkeley Alternative,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Berkeley Elementary,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Berkeley High School,,10/21/2021,0,2,2021-10-21 10:27:58,2,0
Berkeley Intermediate,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Berkeley Middle,,10/21/2021,0,3,2021-10-21 10:27:58,0,0
Berkeley Middle College,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Bonner Elementary,,10/21/2021,1,0,2021-10-21 10:27:58,0,2
Boulder Bluff Elementary,,10/21/2021,0,0,2021-10-21 10:27:58,1,5
Bowens Corner Elementary,,10/21/2021,0,4,2021-10-21 10:27:58,0,1
Cainhoy Elementary,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Cane Bay Elementary,,10/21/2021,0,1,2021-10-21 10:27:58,0,3
Cane Bay High,,10/21/2021,0,2,2021-10-21 10:27:58,1,12
Cane Bay Middle,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
College Park Elementary,,10/21/2021,2,2,2021-10-21 10:27:58,0,47
College Park Middle,,10/21/2021,0,1,2021-10-21 10:27:58,0,1
Cross Elementary,,10/21/2021,0,2,2021-10-21 10:27:58,0,16
Cross High,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Daniel Island School,,10/21/2021,0,2,2021-10-21 10:27:58,0,5
Devon Forest Elementary,,10/21/2021,2,7,2021-10-21 10:27:58,0,10
Fishburne Campus,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Foxbank Elementary,,10/21/2021,0,2,2021-10-21 10:27:58,0,8
Goose Creek Elementary,,10/21/2021,0,2,2021-10-21 10:27:58,0,19
Goose Creek High,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Hanahan Elementary,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Hanahan High,,10/21/2021,0,2,2021-10-21 10:27:58,0,10
Hanahan Middle,,10/21/2021,0,2,2021-10-21 10:27:58,0,6
Howe Hall Aims,,10/21/2021,0,1,2021-10-21 10:27:58,0,0
Jk Goudin Elementary,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Macedonia Middle,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Marrington Elementary,,10/21/2021,0,2,2021-10-21 10:27:58,0,27
Marrington Middle,,10/21/2021,0,1,2021-10-21 10:27:58,0,12
Mt Holly Elementary,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Nexton Elementary,,10/21/2021,0,2,2021-10-21 10:27:58,0,0
Philip Simmons Elementary,,10/21/2021,0,1,2021-10-21 10:27:58,0,2
Philip Simmons High,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Philip Simmons Middle,,10/21/2021,0,0,2021-10-21 10:27:58,0,1
Sangaree Elementary,,10/21/2021,0,2,2021-10-21 10:27:58,0,1
Sangaree Intermediate,,10/21/2021,0,1,2021-10-21 10:27:58,0,3
Sangaree Middle,,10/21/2021,1,2,2021-10-21 10:27:58,0,3
Sedgefield Middle,,10/21/2021,0,1,2021-10-21 10:27:58,0,11
St Stephen Elementary,,10/21/2021,0,1,2021-10-21 10:27:58,0,2
St Stephen Middle,,10/21/2021,0,1,2021-10-21 10:27:58,0,0
Stratford High,,10/21/2021,0,9,2021-10-21 10:27:58,0,18
Timberland High,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Westview Elementary,,10/21/2021,0,1,2021-10-21 10:27:58,0,0
Westview Middle,,10/21/2021,0,0,2021-10-21 10:27:58,0,4
Westview Primary,,10/21/2021,1,0,2021-10-21 10:27:58,1,16
Whitesville Elementary,,10/21/2021,0,1,2021-10-21 10:27:58,2,0
Berkeley County School District,,10/21/2021,8,60,2021-10-21 10:27:58,8,245
Central Offices,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Maintenance,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Technology,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Transportation,,10/21/2021,1,0,2021-10-21 10:27:58,1,0
Berkeley Alternative,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Berkeley Elementary,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Berkeley High School,,10/21/2021,0,2,2021-10-21 10:27:58,2,0
Berkeley Intermediate,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Berkeley Middle,,10/21/2021,0,3,2021-10-21 10:27:58,0,0
Berkeley Middle College,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Bonner Elementary,,10/21/2021,1,0,2021-10-21 10:27:58,0,2
Boulder Bluff Elementary,,10/21/2021,0,0,2021-10-21 10:27:58,1,5
Bowens Corner Elementary,,10/21/2021,0,4,2021-10-21 10:27:58,0,1
Cainhoy Elementary,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Cane Bay Elementary,,10/21/2021,0,1,2021-10-21 10:27:58,0,3
Cane Bay High,,10/21/2021,0,2,2021-10-21 10:27:58,1,12
Cane Bay Middle,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
College Park Elementary,,10/21/2021,2,2,2021-10-21 10:27:58,0,47
College Park Middle,,10/21/2021,0,1,2021-10-21 10:27:58,0,1
Cross Elementary,,10/21/2021,0,2,2021-10-21 10:27:58,0,16
Cross High,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Daniel Island School,,10/21/2021,0,2,2021-10-21 10:27:58,0,5
Devon Forest Elementary,,10/21/2021,2,7,2021-10-21 10:27:58,0,10
Fishburne Campus,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Foxbank Elementary,,10/21/2021,0,2,2021-10-21 10:27:58,0,8
Goose Creek Elementary,,10/21/2021,0,2,2021-10-21 10:27:58,0,19
Goose Creek High,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Hanahan Elementary,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Hanahan Elementary,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Hanahan Middle,,10/21/2021,0,2,2021-10-21 10:27:58,0,6
Howe Hall Aims,,10/21/2021,0,1,2021-10-21 10:27:58,0,0
Jk Goudin Elementary,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Macedonia Middle,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Marrington Elementary,,10/21/2021,0,2,2021-10-21 10:27:58,0,27
Marrington Middle,,10/21/2021,0,1,2021-10-21 10:27:58,0,12
Mt Holly Elementary,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Nexton Elementary,,10/21/2021,0,2,2021-10-21 10:27:58,0,0
Philip Simmons Elementary,,10/21/2021,0,1,2021-10-21 10:27:58,0,2
Philip Simmons High,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Philip Simmons Middle,,10/21/2021,0,0,2021-10-21 10:27:58,0,1
Sangaree Elementary,,10/21/2021,0,2,2021-10-21 10:27:58,0,1
Sangaree Intermediate,,10/21/2021,0,1,2021-10-21 10:27:58,0,3
Sangaree Middle,,10/21/2021,1,2,2021-10-21 10:27:58,0,3
Sedgefield Middle,,10/21/2021,0,1,2021-10-21 10:27:58,0,11
St Stephen Elementary,,10/21/2021,0,1,2021-10-21 10:27:58,0,2
St Stephen Middle,,10/21/2021,0,1,2021-10-21 10:27:58,0,0
Stratford High,,10/21/2021,0,9,2021-10-21 10:27:58,0,18
Timberland High,,10/21/2021,0,0,2021-10-21 10:27:58,0,0
Westview Elementary,,10/21/2021,0,1,2021-10-21 10:27:58,0,0
Westview Middle,,10/21/2021,0,0,2021-10-21 10:27:58,0,4
Westview Primary,,10/21/2021,1,0,2021-10-21 10:27:58,1,16
Whitesville Elementary,,10/21/2021,0,1,2021-10-21 10:27:58,2,0
Berkeley County School District,,10/25/2021,8,42,2021-10-25 02:12:16,5,273
Central Offices,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Maintenance,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Technology,,10/25/2021,1,0,2021-10-25 02:12:16,0,0
Transportation,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Berkeley Alternative,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Berkeley Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,3
Berkeley High School,,10/25/2021,1,1,2021-10-25 02:12:16,0,31
Berkeley Intermediate,,10/25/2021,0,0,2021-10-25 02:12:16,0,5
Berkeley Middle,,10/25/2021,0,1,2021-10-25 02:12:16,0,3
Berkeley Middle College,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Bonner Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,1
Boulder Bluff Elementary,,10/25/2021,0,1,2021-10-25 02:12:16,1,6
Bowens Corner Elementary,,10/25/2021,0,1,2021-10-25 02:12:16,0,6
Cainhoy Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Cane Bay Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,2
Cane Bay High,,10/25/2021,0,1,2021-10-25 02:12:16,0,7
Cane Bay Middle,,10/25/2021,0,0,2021-10-25 02:12:16,0,3
College Park Elementary,,10/25/2021,2,4,2021-10-25 02:12:16,0,10
College Park Middle,,10/25/2021,0,2,2021-10-25 02:12:16,0,26
Cross Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Cross High,,10/25/2021,0,0,2021-10-25 02:12:16,0,1
Daniel Island School,,10/25/2021,0,3,2021-10-25 02:12:16,0,3
Devon Forest Elementary,,10/25/2021,1,3,2021-10-25 02:12:16,0,7
Fishburne Campus,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Foxbank Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,1
Goose Creek Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Goose Creek High,,10/25/2021,0,1,2021-10-25 02:12:16,0,1
Hanahan Elementary,,10/25/2021,0,1,2021-10-25 02:12:16,0,0
Hanahan High,,10/25/2021,1,4,2021-10-25 02:12:16,0,25
Hanahan Middle,,10/25/2021,0,2,2021-10-25 02:12:16,0,4
Howe Hall Aims,,10/25/2021,0,0,2021-10-25 02:12:16,0,3
Jk Goudin Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Macedonia Middle,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Marrington Elementary,,10/25/2021,0,1,2021-10-25 02:12:16,0,9
Marrington Middle,,10/25/2021,0,0,2021-10-25 02:12:16,0,2
Mt Holly Elementary,,10/25/2021,0,1,2021-10-25 02:12:16,0,0
Nexton Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,2
Philip Simmons Elementary,,10/25/2021,0,2,2021-10-25 02:12:16,0,13
Philip Simmons High,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Philip Simmons Middle,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Sangaree Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,1
Sangaree Intermediate,,10/25/2021,0,1,2021-10-25 02:12:16,0,3
Sangaree Middle,,10/25/2021,0,0,2021-10-25 02:12:16,0,2
Sedgefield Middle,,10/25/2021,0,2,2021-10-25 02:12:16,0,10
St Stephen Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,4
St Stephen Middle,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Stratford High,,10/25/2021,1,5,2021-10-25 02:12:16,0,27
Timberland High,,10/25/2021,0,0,2021-10-25 02:12:16,0,2
Westview Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,1
Westview Middle,,10/25/2021,0,3,2021-10-25 02:12:16,0,21
Westview Primary,,10/25/2021,1,2,2021-10-25 02:12:16,3,23
Whitesville Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,1,5
Berkeley County School District,,10/25/2021,8,42,2021-10-25 02:12:16,5,273
Central Offices,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Maintenance,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Technology,,10/25/2021,1,0,2021-10-25 02:12:16,0,0
Transportation,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Berkeley Alternative,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Berkeley Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,3
Berkeley High School,,10/25/2021,1,1,2021-10-25 02:12:16,0,31
Berkeley Intermediate,,10/25/2021,0,0,2021-10-25 02:12:16,0,5
Berkeley Middle,,10/25/2021,0,1,2021-10-25 02:12:16,0,3
Berkeley Middle College,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Bonner Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,1
Boulder Bluff Elementary,,10/25/2021,0,1,2021-10-25 02:12:16,1,6
Bowens Corner Elementary,,10/25/2021,0,1,2021-10-25 02:12:16,0,6
Cainhoy Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Cane Bay Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,2
Cane Bay High,,10/25/2021,0,1,2021-10-25 02:12:16,0,7
Cane Bay Middle,,10/25/2021,0,0,2021-10-25 02:12:16,0,3
College Park Elementary,,10/25/2021,2,4,2021-10-25 02:12:16,0,10
College Park Middle,,10/25/2021,0,2,2021-10-25 02:12:16,0,26
Cross Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Cross High,,10/25/2021,0,0,2021-10-25 02:12:16,0,1
Daniel Island School,,10/25/2021,0,3,2021-10-25 02:12:16,0,3
Devon Forest Elementary,,10/25/2021,1,3,2021-10-25 02:12:16,0,7
Fishburne Campus,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Foxbank Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,1
Goose Creek Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Goose Creek High,,10/25/2021,0,1,2021-10-25 02:12:16,0,1
Hanahan Elementary,,10/25/2021,0,1,2021-10-25 02:12:16,0,0
Hanahan High,,10/25/2021,1,4,2021-10-25 02:12:16,0,25
Hanahan Middle,,10/25/2021,0,2,2021-10-25 02:12:16,0,4
Howe Hall Aims,,10/25/2021,0,0,2021-10-25 02:12:16,0,3
Jk Goudin Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Macedonia Middle,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Marrington Elementary,,10/25/2021,0,1,2021-10-25 02:12:16,0,9
Marrington Middle,,10/25/2021,0,0,2021-10-25 02:12:16,0,2
Mt Holly Elementary,,10/25/2021,0,1,2021-10-25 02:12:16,0,0
Nexton Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,2
Philip Simmons Elementary,,10/25/2021,0,2,2021-10-25 02:12:16,0,13
Philip Simmons High,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Philip Simmons Middle,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Sangaree Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,1
Sangaree Intermediate,,10/25/2021,0,1,2021-10-25 02:12:16,0,3
Sangaree Middle,,10/25/2021,0,0,2021-10-25 02:12:16,0,2
Sedgefield Middle,,10/25/2021,0,2,2021-10-25 02:12:16,0,10
St Stephen Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,4
St Stephen Middle,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Stratford High,,10/25/2021,1,5,2021-10-25 02:12:16,0,27
Timberland High,,10/25/2021,0,0,2021-10-25 02:12:16,0,2
Westview Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,1
Westview Middle,,10/25/2021,0,3,2021-10-25 02:12:16,0,21
Westview Primary,,10/25/2021,1,2,2021-10-25 02:12:16,3,23
Whitesville Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,1,5
Berkeley County School District,,10/25/2021,8,42,2021-10-25 02:12:16,5,273
Central Offices,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Maintenance,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Technology,,10/25/2021,1,0,2021-10-25 02:12:16,0,0
Transportation,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Berkeley Alternative,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Berkeley Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,3
Berkeley High School,,10/25/2021,1,1,2021-10-25 02:12:16,0,31
Berkeley Intermediate,,10/25/2021,0,0,2021-10-25 02:12:16,0,5
Berkeley Middle,,10/25/2021,0,1,2021-10-25 02:12:16,0,3
Berkeley Middle College,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Bonner Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,1
Boulder Bluff Elementary,,10/25/2021,0,1,2021-10-25 02:12:16,1,6
Bowens Corner Elementary,,10/25/2021,0,1,2021-10-25 02:12:16,0,6
Cainhoy Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Cane Bay Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,2
Cane Bay High,,10/25/2021,0,1,2021-10-25 02:12:16,0,7
Cane Bay Middle,,10/25/2021,0,0,2021-10-25 02:12:16,0,3
College Park Elementary,,10/25/2021,2,4,2021-10-25 02:12:16,0,10
College Park Middle,,10/25/2021,0,2,2021-10-25 02:12:16,0,26
Cross Elementary,,10/25/2021,0,0,2021-10-25 02:12:16,0,0
Cross High,,10/25/2021,0,0,2021-10-25 02:12:16,0,1
